[31-May-2017 22:31:43 PRC] PHP Warning:  include(): Failed opening 'DB.class' for inclusion (include_path='.;C:\php\pear') in D:\a\1.php on line 6
[31-May-2017 22:31:43 PRC] PHP Fatal error:  Class 'DB' not found in D:\a\1.php on line 7
[31-May-2017 22:31:48 PRC] PHP Warning:  include(DB.class): failed to open stream: No such file or directory in D:\a\1.php on line 6
[31-May-2017 22:31:48 PRC] PHP Warning:  include(): Failed opening 'DB.class' for inclusion (include_path='.;C:\php\pear') in D:\a\1.php on line 6
[31-May-2017 22:31:48 PRC] PHP Fatal error:  Class 'DB' not found in D:\a\1.php on line 7
[31-May-2017 22:31:48 PRC] PHP Warning:  include(DB.class): failed to open stream: No such file or directory in D:\a\1.php on line 6
[31-May-2017 22:31:48 PRC] PHP Warning:  include(): Failed opening 'DB.class' for inclusion (include_path='.;C:\php\pear') in D:\a\1.php on line 6
[31-May-2017 22:31:48 PRC] PHP Fatal error:  Class 'DB' not found in D:\a\1.php on line 7
[31-May-2017 22:31:49 PRC] PHP Warning:  include(DB.class): failed to open stream: No such file or directory in D:\a\1.php on line 6
[31-May-2017 22:31:49 PRC] PHP Warning:  include(): Failed opening 'DB.class' for inclusion (include_path='.;C:\php\pear') in D:\a\1.php on line 6
[31-May-2017 22:31:49 PRC] PHP Fatal error:  Class 'DB' not found in D:\a\1.php on line 7
[31-May-2017 22:31:51 PRC] PHP Warning:  include(DB.class): failed to open stream: No such file or directory in D:\a\1.php on line 6
[31-May-2017 22:31:51 PRC] PHP Warning:  include(): Failed opening 'DB.class' for inclusion (include_path='.;C:\php\pear') in D:\a\1.php on line 6
[31-May-2017 22:31:51 PRC] PHP Fatal error:  Class 'DB' not found in D:\a\1.php on line 7
[31-May-2017 22:31:51 PRC] PHP Warning:  include(DB.class): failed to open stream: No such file or directory in D:\a\1.php on line 6
[31-May-2017 22:31:51 PRC] PHP Warning:  include(): Failed opening 'DB.class' for inclusion (include_path='.;C:\php\pear') in D:\a\1.php on line 6
[31-May-2017 22:31:51 PRC] PHP Fatal error:  Class 'DB' not found in D:\a\1.php on line 7
[31-May-2017 22:31:56 PRC] PHP Warning:  include(DB.class): failed to open stream: No such file or directory in D:\a\1.php on line 6
[31-May-2017 22:31:56 PRC] PHP Warning:  include(): Failed opening 'DB.class' for inclusion (include_path='.;C:\php\pear') in D:\a\1.php on line 6
[31-May-2017 22:31:56 PRC] PHP Fatal error:  Class 'DB' not found in D:\a\1.php on line 7
[31-May-2017 22:31:57 PRC] PHP Warning:  include(DB.class): failed to open stream: No such file or directory in D:\a\1.php on line 6
[31-May-2017 22:31:57 PRC] PHP Warning:  include(): Failed opening 'DB.class' for inclusion (include_path='.;C:\php\pear') in D:\a\1.php on line 6
[31-May-2017 22:31:57 PRC] PHP Fatal error:  Class 'DB' not found in D:\a\1.php on line 7
[31-May-2017 22:31:59 PRC] PHP Warning:  include(DB.class): failed to open stream: No such file or directory in D:\a\1.php on line 6
[31-May-2017 22:31:59 PRC] PHP Warning:  include(): Failed opening 'DB.class' for inclusion (include_path='.;C:\php\pear') in D:\a\1.php on line 6
[31-May-2017 22:31:59 PRC] PHP Fatal error:  Class 'DB' not found in D:\a\1.php on line 7
[31-May-2017 22:32:00 PRC] PHP Warning:  include(DB.class): failed to open stream: No such file or directory in D:\a\1.php on line 6
[31-May-2017 22:32:00 PRC] PHP Warning:  include(): Failed opening 'DB.class' for inclusion (include_path='.;C:\php\pear') in D:\a\1.php on line 6
[31-May-2017 22:32:00 PRC] PHP Fatal error:  Class 'DB' not found in D:\a\1.php on line 7
[31-May-2017 22:32:05 PRC] PHP Warning:  include(DB.class): failed to open stream: No such file or directory in D:\a\1.php on line 6
[31-May-2017 22:32:05 PRC] PHP Warning:  include(): Failed opening 'DB.class' for inclusion (include_path='.;C:\php\pear') in D:\a\1.php on line 6
[31-May-2017 22:32:05 PRC] PHP Fatal error:  Class 'DB' not found in D:\a\1.php on line 7
[31-May-2017 22:32:11 PRC] PHP Warning:  include(DB.class): failed to open stream: No such file or directory in D:\a\1.php on line 6
[31-May-2017 22:32:11 PRC] PHP Warning:  include(): Failed opening 'DB.class' for inclusion (include_path='.;C:\php\pear') in D:\a\1.php on line 6
[31-May-2017 22:32:11 PRC] PHP Fatal error:  Class 'DB' not found in D:\a\1.php on line 7
[31-May-2017 22:32:16 PRC] PHP Warning:  include(DB.class): failed to open stream: No such file or directory in D:\a\1.php on line 6
[31-May-2017 22:32:16 PRC] PHP Warning:  include(): Failed opening 'DB.class' for inclusion (include_path='.;C:\php\pear') in D:\a\1.php on line 6
[31-May-2017 22:32:16 PRC] PHP Fatal error:  Class 'DB' not found in D:\a\1.php on line 7
[31-May-2017 22:32:21 PRC] PHP Warning:  include(DB.class): failed to open stream: No such file or directory in D:\a\1.php on line 6
[31-May-2017 22:32:21 PRC] PHP Warning:  include(): Failed opening 'DB.class' for inclusion (include_path='.;C:\php\pear') in D:\a\1.php on line 6
